PLZ,Ort
84432,Hohenpolding
36284,Hohenroda
82069,Hohenschäftlarn
65329,Hohenstein
72531,Hohenstein
94357,Höhenstein
67591,Hohen-Sülzen
79801,Hohentengen
88367,Hohentengen
84098,Hohenthann
86558,Hohenwart
93480,Hohenwarth
09394,Hohndorf
09434,Hohndorf
29362,Hohne
01848,Hohnstein
01844,Hohwald
22955,Hoisdorf
49451,Holdorf
37642,Holenberg
31188,Holle
86568,Hollenbach
76744,Höllenmühle
21723,Hollern-Twielenfleth
96142,Hollfeld
24876,Hollingstedt
25488,Holm
19075,Holthusen
24363,Holtsee
24364,Holzdorf
71088,Holzgerlingen
87752,Holzgünz
86684,Holzheim
89291,Holzheim
89438,Holzheim
93183,Holzheim
83607,Holzkirchen
97292,Holzkirchen
73271,Holzmaden
37603,Holzminden
06808,Holzweißig
59439,Holzwickede
34576,Homberg
35315,Homberg
66424,Homburg
24211,Honigsee
25859,Hooge
49846,Hoogstede
87659,Hopferau
74746,Höpfingen
55768,Hoppstädten-Weiersbach
48496,Hopsten
54497,Horath
72160,Horb
79289,Horben
76771,Hördt
86497,Horgau
88263,Horgenzell
85413,Hörgertshausen
09395,Hormersdorf
73575,Horn
32805,Horn-Bad Meinberg
78132,Hornberg
01731,Hornschänke
25997,Hörnum
74585,Horschhof
48477,Hörstel
48612,Horstmar
24980,Hörup
63768,Hösbach
01996,Hosena
36154,Hosenfeld
83129,Höslwang
88374,Hoßkirch
91798,Höttingen
33161,Hövelhof
37671,Höxter
31093,Hoyershausen
02977,Hoyerswerda
06467,Hoym
41836,Hückelhoven
42499,Hückeswagen
27798,Hude
74928,Hüffenhardt
78183,Hüfingen
76549,Hügelsheim
82386,Huglfing
86685,Huisheim
25588,Huje
72584,Hülben
32609,Hüllhorst
16949,Hülsebeck
31867,Hülsede
73550,Hummelshalden
95503,Hummeltal
94336,Hunderdorf
94551,Hunding
55621,Hundsbach
56323,Hünenfeld
36088,Hünfeld
65597,Hünfelden
35410,Hungen
46569,Hünxe
86857,Hurlach
52393,Hürtgenwald
50354,Hürth
24850,Hüsby
25813,Husum
31632,Husum
66882,Hütschenhausen
24641,Hüttblek
63776,Hüttelngesäß
35625,Hüttenberg
94116,Hutthurm
89185,Hüttisheim
73460,Hüttlingen
49751,Hüven
49477,Ibbenbüren
49479,Ibbenbüren
82057,Icking
24879,Idstedt
82393,Iffeldorf
76473,Iffezheim
91338,Igensdorf
97999,Igersheim
94547,Iggensbach
73574,Iggingen
86859,Igling
21775,Ihlienworth
26632,Ihlow
79241,Ihringen
93346,Ihrlerstein
89171,Illerkirchberg
89186,Illerrieden
89257,Illertissen
91471,Illesheim
66557,Illingen
75428,Illingen
88636,Illmensee
92278,Illschwang
31241,Ilsede
74360,Ilsfeld
68549,Ilvesheim
72138,Im Hengstrain
78194,Immendingen
34376,Immenhausen
95505,Immenreuth
88090,Immenstaad
87509,Immenstadt
67817,Imsbach
86570,Inchenhofen
52459,Inden
38385,Ingeleben
55218,Ingelheim
86980,Ingenried
74379,Ingersheim
88456,Ingoldingen
85049,Ingolstadt
85051,Ingolstadt
85053,Ingolstadt
85055,Ingolstadt
85057,Ingolstadt
94548,Innernzell
82266,Inning
78465,Insel Mainau
23999,Insel Poel
76865,Insheim
91610,Insingen
83334,Inzell
72514,Inzigkofen
79594,Inzlingen
97346,Iphofen
91472,Ipsheim
94342,Irlbach
78597,Irndorf
54666,Irrel
54451,Irsch
83737,Irschenberg
87660,Irsee
84424,Isen
56271,Isenburg
38550,Isenbüttel
58636,Iserlohn
58638,Iserlohn
58640,Iserlohn
58642,Iserlohn
58644,Iserlohn
30916,Isernhagen
85737,Ismaning
88316,Isny
75228,Ispringen
46419,Isselburg
95188,Issigau
47661,Issum
49847,Itterbeck
74930,Ittlingen
25524,Itzehoe
96274,Itzgrund
17391,Iven
83676,Jachenau
26349,Jade
24878,Jagel
09387,Jahnsdorf
29479,Jameln
94118,Jandelsbrunn
24992,Janneby
17126,Jarmen
29585,Jelmstorf
38477,Jembke
26844,Jemgum
07743,Jena
07745,Jena
07747,Jena
07749,Jena
86860,Jengen
39319,Jerichow
24963,Jerrishoe
38381,Jerxheim
34632,Jesberg
82287,Jesenwang
21266,Jesteburg
79798,Jestetten
84555,Jettenbach
71131,Jettingen
89343,Jettingen-Scheppach
85305,Jetzendorf
24808,Jevenstedt
26441,Jever
76751,Jockgrim
63867,Johannesberg
84381,Johanniskirchen
63637,Jossgrund
08547,Jößnitz
41363,Jüchen
25992,Jugendseeheim Kassel
26571,Juist
84387,Julbach
52428,Jülich
72417,Jungingen
41564,Kaarst
15758,Kablow
63796,Kahl
39646,Kahnstieg
67655,Kaiserslautern
67657,Kaiserslautern
67659,Kaiserslautern
67663,Kaiserslautern
86687,Kaisheim
36148,Kalbach
37589,Kalefeld
47546,Kalkar
53925,Kall
32689,Kalletal
67169,Kallstadt
96317,Kaltbuch
92700,Kaltenbrunn
24568,Kaltenkirchen
87662,Kaltental
59174,Kamen
01917,Kamenz
89358,Kammeltal
87754,Kammlach
25999,Kampen
75236,Kämpfelbach
47475,Kamp-Lintfort
76870,Kandel
79400,Kandern
09247,Kändler
77966,Kappel-Grafenhausen
77876,Kappelrodeck
97842,Karbach
61184,Karben
76307,Karlsbad
76689,Karlsdorf-Neuthard
85757,Karlsfeld
17449,Karlshagen
89601,Karlshof
86668,Karlshuld
85123,Karlskron
76113,Karlsruhe
76015,Karlsruhe
76131,Karlsruhe
76133,Karlsruhe
76135,Karlsruhe
76137,Karlsruhe
76139,Karlsruhe
76149,Karlsruhe
76185,Karlsruhe
76187,Karlsruhe
76189,Karlsruhe
76199,Karlsruhe
76227,Karlsruhe
76228,Karlsruhe
76229,Karlsruhe
97753,Karlstadt
63791,Karlstein
67707,Karlsthal Bahnhof
18469,Karnin
97783,Karsbach
24407,Karschau
06638,Karsdorf
29481,Karwitz
95359,Kasendorf
34117,Kassel
34119,Kassel
34121,Kassel
34123,Kassel
34125,Kassel
34128,Kassel
34130,Kassel
34131,Kassel
34132,Kassel
34134,Kassel
34355,Kassel
84556,Kastl
92280,Kastl
95506,Kastl
71570,Katharinenhof
75177,Katharinenthalerhof
37191,Katlenburg-Lindau
67734,Katzweiler
57581,Katzwinkel
56349,Kaub
87600,Kaufbeuren
86916,Kaufering
34260,Kaufungen
08525,Kauschwitz
77694,Kehl
06537,Kelbra
93309,Kelheim
65779,Kelkheim
54427,Kell
23746,Kellenhusen
57645,Kellershof
89293,Kellmünz
65451,Kelsterbach
75210,Keltern
96164,Kemmern
95478,Kemnath
47906,Kempen
87435,Kempten
87437,Kempten
87439,Kempten
54344,Kenn
79341,Kenzingen
56295,Kerben
47647,Kerken
71394,Kernen
50169,Kerpen
50170,Kerpen
50171,Kerpen
54589,Kerschenbach
68775,Ketsch
86498,Kettershausen
47623,Kevelaer
47624,Kevelaer
47625,Kevelaer
47626,Kevelaer
47627,Kevelaer
25368,Kiebitzreihe
65399,Kiedrich
83088,Kiefersfelden
24103,Kiel
24105,Kiel
24106,Kiel
24107,Kiel
24109,Kiel
24111,Kiel
24113,Kiel
24114,Kiel
24116,Kiel
24118,Kiel
24143,Kiel
24145,Kiel
24146,Kiel
24147,Kiel
24148,Kiel
24149,Kiel
24159,Kiel
83361,Kienberg
58566,Kierspe
75249,Kieselbronn
85125,Kinding
66862,Kindsbach
86981,Kinsau
85110,Kipfenberg
77971,Kippenheim
83417,Kirchanschöring
74912,Kirchardt
71737,Kirchberg
74592,Kirchberg
84434,Kirchberg
88486,Kirchberg
94259,Kirchberg i. Wald
84375,Kirchdorf
85414,Kirchdorf
88457,Kirchdorf
93348,Kirchdorf
94261,Kirchdorf
91356,Kirchehrenbach
95158,Kirchenlamitz
95466,Kirchenpingarten
91241,Kirchensittenbach
91281,Kirchenthumbach
21394,Kirchgellersen
35274,Kirchhain
94148,Kirchham
87755,Kirchhaslach
36275,Kirchheim
73230,Kirchheim
73467,Kirchheim
74366,Kirchheim
85551,Kirchheim
97268,Kirchheim
57399,Kirchhundem
96166,Kirchlauter
32278,Kirchlengern
27308,Kirchlinteln
23714,Kirchnüchel
94356,Kirchroth
85614,Kirchseeon
84558,Kirchweidach
79199,Kirchzarten
63931,Kirchzell
66459,Kirkel
67489,Kirrweiler
07919,Kirschkau
36320,Kirtorf
24629,Kisdorf
38324,Kissenbrück
86438,Kissing
88353,Kißlegg
97270,Kist
99843,Kittelsthal
04460,Kitzen
04567,Kitzscher
97486,Klaubmühle
15838,Klausdorf
54524,Klausen
29410,Klein Chüden
25365,Klein Offenseth-Sparrieshoop
86507,Kleinaitingen
66271,Kleinblittersdorf
63924,Kleinheubach
54483,Kleinich
63828,Kleinkahl
14532,Kleinmachnow
63801,Kleinostheim
07989,Kleinreinsdorf
97271,Kleinrinderfeld
63839,Kleinwallstadt
23628,Klempau
79771,Klettgau
01998,Klettwitz
04519,Kletzen-Zschölkau
47533,Kleve
63911,Klingenberg
08248,Klingenthal
34513,Klippmühle
97509,Kloster St Ludwig
56818,Klotten
02999,Knappensee-Groß Särchen
97478,Knetzgau
75438,Knittlingen
34593,Knüllwald
56028,Koblenz
56068,Koblenz
56070,Koblenz
56072,Koblenz
56073,Koblenz
56075,Koblenz
56076,Koblenz
56077,Koblenz
82431,Kochel
95361,Ködnitz
93096,Köfering
72664,Kohlberg
92702,Kohlberg
96358,Kohlmühle
04655,Kohren-Sahlis
15752,Kolberg
83059,Kolbermoor
78600,Kolbingen
03099,Kolkwitz
25377,Kollmar
94262,Kollnburg
21527,Kollow
66879,Kollweiler
50667,Köln
50668,Köln
50670,Köln
50672,Köln
50674,Köln
50676,Köln
50677,Köln
50678,Köln
50679,Köln
50733,Köln
50735,Köln
50737,Köln
50739,Köln
50765,Köln
50767,Köln
50769,Köln
50823,Köln
50825,Köln
50827,Köln
50829,Köln
50858,Köln
50859,Köln
50931,Köln
50933,Köln
50935,Köln
50937,Köln
50939,Köln
50968,Köln
50969,Köln
50996,Köln
50997,Köln
50999,Köln
51061,Köln
51063,Köln
51065,Köln
51067,Köln
51069,Köln
51103,Köln
51105,Köln
51107,Köln
51109,Köln
51143,Köln
51145,Köln
51147,Köln
51149,Köln
73257,Köngen
97953,Königheim
15711,Königs Wusterhausen
75203,Königsbach-Stein
89551,Königsbronn
86343,Königsbrunn
82549,Königsdorf
88376,Königseggwald
78126,Königsfeld
96167,Königsfeld
02829,Königshain
78598,Königsheim
86669,Königsmoos
61462,Königstein
92281,Königstein
08412,Königswalde
02699,Königswartha
53639,Königswinter
95692,Konnersreuth
95176,Konradsreuth
78462,Konstanz
78464,Konstanz
78467,Konstanz
54329,Konz
85570,Köppelmühle
71404,Korb
34497,Korbach
06258,Korbetha
54306,Kordel
34327,Körle
08539,Kornbach
99998,Körner
70825,Korntal-Münchingen
70806,Kornwestheim
41352,Korschenbroich
85092,Kösching
17459,Koserow
94149,Kößlarn
06366,Köthen
56736,Kottenheim
82288,Kottgeisering
89359,Kötz
25832,Kotzenbüll
93444,Kötzting
19077,Kraak
17329,Krackow
87647,Kraftisried
84559,Kraiburg
76703,Kraichtal
82152,Krailling
47559,Kranenburg
85402,Kranzberg
72505,Krauchenwies
02957,Krauschwitz
87724,Krautenberg
74238,Krautheim
47798,Krefeld
47799,Krefeld
47800,Krefeld
47802,Krefeld
47803,Krefeld
47804,Krefeld
47805,Krefeld
47807,Krefeld
47809,Krefeld
47829,Krefeld
47839,Krefeld
37547,Kreiensen
67757,Kreimbach-Kaulbach
23827,Krems II
88079,Kressbronn
73116,Krettenhof
56630,Kretz
53560,Kretzhaus
83708,Kreuth
52372,Kreuzau
57223,Kreuztal
97892,Kreuzwertheim
67706,Krickenbach
67819,Kriegsfeld
65830,Kriftel
06774,Krina
18198,Kritzmow
24644,Krogaspe
63829,Krombach
76709,Kronau
61476,Kronberg
87758,Kronburg
84178,Kröning
24119,Kronshagen
21529,Kröppelshagen-Fahrendorf
54536,Kröv
56642,Kruft
86381,Krumbach
21732,Krummendeich
92703,Krummennaab
26736,Krummhörn
82494,Krün
73329,Kuchen
22958,Kuddewörde
76773,Kuhardt
86556,Kühbach
86707,Kühlenthal
18225,Kühlungsborn
09496,Kühnhaide
23829,Kükels
95508,Kulmain
95326,Kulmbach
97900,Külsheim
84036,Kumhausen
25495,Kummerfeld
92245,Kümmersbruck
91358,Kunreuth
36093,Künzell
74653,Künzelsau
94550,Künzing
95362,Kupferberg
74635,Kupferzell
76456,Kuppenheim
96328,Küps
97273,Kürnach
75057,Kürnbach
02796,Kurort Jonsdorf
09484,Kurort Oberwiesenthal
02797,Kurort Oybin
01468,Kurort Volkersdorf
51515,Kürten
16792,Kurtschlag
66869,Kusel
79790,Küssaberg
29482,Küsten
72127,Kusterdingen
27449,Kutenholz
86500,Kutzenhausen
30880,Laatzen
84082,Laberweinting
87760,Lachen
29331,Lachendorf
49549,Ladbergen
68526,Ladenburg
48366,Laer
32791,Lage
25566,Lägerdorf
49774,Lähden
35633,Lahnau
56112,Lahnstein
35094,Lahntal
77933,Lahr
31246,Lahstedt
89150,Laichingen
18279,Lalendorf
93462,Lam
18069,Lambrechtshagen
67245,Lambsheim
86862,Lamerdingen
24238,Lammershagen
68623,Lampertheim
31195,Lamspringe
76829,Landau
94405,Landau
89361,Landensberg
31628,Landesbergen
86899,Landsberg
82290,Landsberied
54526,Landscheid
84028,Landshut
84030,Landshut
84034,Landshut
31087,Landwehr
94264,Langdorf
01465,Langebrück
38685,Langelsheim
27607,Langen
63225,Langen
91799,Langenaltheim
88085,Langenargen
09636,Langenau
89129,Langenau
85416,Langenbach
33449,Langenberg
08428,Langenbernsdorf
74243,Langenbrettach
74595,Langenburg
29484,Langendorf
88515,Langenenslingen
25863,Langeneß
40764,Langenfeld
91474,Langenfeld
30851,Langenhagen
30853,Langenhagen
30855,Langenhagen
08439,Langenhessen
55450,Langenlonsheim
86571,Langenmosen
86863,Langenneufnach
04889,Langenreichenbach
91094,Langensendelbach
04657,Langensteinbach
08134,Langenweißbach
90579,Langenzenn
26465,Langeoog
86853,Langerringen
52379,Langerwehe
14557,Langerwisch
91731,Langfurth
35428,Langgöns
29364,Langlingen
84085,Langquaid
54308,Langsur
24631,Langwedel
27299,Langwedel
86462,Langweid
67746,Langweiler
93138,Lappersdorf
17248,Lärz
54612,Lasel
49688,Lastrup
35321,Laubach
87493,Lauben
87761,Lauben
67319,Lauberhof
02991,Laubusch
73466,Lauchheim
79787,Lauchringen
97922,Lauda-Königshofen
69514,Laudenbach
37697,Lauenförde
31714,Lauenhagen
77886,Lauf
91207,Lauf
63846,Laufach
83410,Laufen
79725,Laufenburg
74348,Lauffen
86502,Laugna
89415,Lauingen
88471,Laupheim
77794,Lautenbach
08312,Lauter
96169,Lauter
36341,Lauterbach
78730,Lauterbach
67742,Lauterecken
92283,Lauterhofen
73111,Lauterstein
36369,Lautertal
64686,Lautertal
96486,Lautertal
87763,Lautrach
66822,Lebach
86983,Lechbruck
26789,Leer
31633,Leese
26529,Leezdorf
87764,Legau
48739,Legden
71732,Lehenfeld
07349,Lehesten
16565,Lehnitz
91611,Lehrberg
38165,Lehre
74251,Lehrensteinsfeld
31275,Lehrte
94339,Leiblfing
42799,Leichlingen
63849,Leidersbach
38542,Leiferde
69181,Leimen
76774,Leimersheim
97274,Leinach
91227,Leinburg
70771,Leinfelden-Echterdingen
74211,Leingarten
89340,Leipheim
04103,Leipzig
04105,Leipzig
04107,Leipzig
04109,Leipzig
04129,Leipzig
04155,Leipzig
04157,Leipzig
04158,Leipzig
04159,Leipzig
04177,Leipzig
04178,Leipzig
04179,Leipzig
04205,Leipzig
04207,Leipzig
04209,Leipzig
04229,Leipzig
04249,Leipzig
04275,Leipzig
04277,Leipzig
04279,Leipzig
04288,Leipzig
04289,Leipzig
04299,Leipzig
04315,Leipzig
04316,Leipzig
04317,Leipzig
04318,Leipzig
04319,Leipzig
04328,Leipzig
04329,Leipzig
04347,Leipzig
04349,Leipzig
04356,Leipzig
04357,Leipzig
66969,Lemberg
49448,Lemförde
32657,Lemgo
29485,Lemgow
27809,Lemwerder
84435,Lengdorf
38268,Lengede
09514,Lengefeld
08485,Lengenfeld
87663,Lengenwang
49525,Lengerich
83661,Lenggries
57368,Lennestadt
73252,Lenningen
85101,Lenting
79853,Lenzkirch
71229,Leonberg
95666,Leonberg
33818,Leopoldshöhe
92705,Leuchtenberg
35638,Leun
06237,Leuna
95191,Leupoldsgrün
71397,Leutenbach
91359,Leutenbach
02794,Leutersdorf
91578,Leutershausen
56599,Leutesdorf
88299,Leutkirch
51371,Leverkusen
51373,Leverkusen
51375,Leverkusen
51377,Leverkusen
51379,Leverkusen
51381,Leverkusen
35423,Lich
98739,Lichte
09244,Lichtenau
33165,Lichtenau
77839,Lichtenau
91586,Lichtenau
01896,Lichtenberg
09638,Lichtenberg
17259,Lichtenberg
91807,Lichtenberg
95192,Lichtenberg
35104,Lichtenfels
96215,Lichtenfels
09350,Lichtenstein
72805,Lichtenstein
08115,Lichtentanne
73669,Lichtenwald
31618,Liebenau
34396,Liebenau
38704,Liebenburg
65835,Liederbach
49536,Lienen
72419,Lieshöfe
28865,Lilienthal
74838,Limbach
65549,Limburg
65550,Limburg
65551,Limburg
65552,Limburg
65553,Limburg
65554,Limburg
65555,Limburg
65556,Limburg
67117,Limburgerhof
63694,Limeshain
22959,Linau
88131,Lindau
94227,Lindberg
03103,Lindchen
35440,Linden
94518,Linden
67473,Lindenberg
88161,Lindenberg
64678,Lindenfels
49699,Lindern
51789,Lindlar
49808,Lingen
49809,Lingen
49811,Lingen
67360,Lingenfeld
56317,Linkenbach
76351,Linkenheim-Hochstetten
91717,Linkersbaindt
52441,Linnich
31636,Linsburg
63589,Linsengericht
53545,Linz
59510,Lippetal
59555,Lippstadt
59556,Lippstadt
59557,Lippstadt
59558,Lippstadt
96170,Lisberg
96123,Litzendorf
74931,Lobbach
74369,Löchgau
39446,Löderburg
76597,Loffenau
79843,Löffingen
93470,Lohberg
34253,Lohfelden
84494,Lohkirchen
53797,Lohmar
01847,Lohmen
35792,Löhnberg
49393,Lohne
32584,Löhne
67727,Lohnsfeld
97816,Lohr
35102,Lohra
84180,Loiching
94359,Loitzendorf
35457,Lollar
54338,Longen
49624,Löningen
91475,Lonnerstadt
89173,Lonsee
24366,Loose
65391,Lorch
79539,Lörrach
79540,Lörrach
79541,Lörrach
64653,Lorsch
26901,Lorup
66679,Losheim
72290,Loßburg
08294,Lößnitz
49504,Lotte
79807,Lottstetten
25864,Löwenstedt
74245,Löwenstein
27612,Loxstedt
32312,Lübbecke
15907,Lübben
29488,Lübbow
23552,Lübeck
23554,Lübeck
23556,Lübeck
23558,Lübeck
23560,Lübeck
23562,Lübeck
23564,Lübeck
23566,Lübeck
23568,Lübeck
23569,Lübeck
23570,Lübeck
29439,Lüchow
04613,Lucka
29487,Luckau
14943,Luckenwalde
58507,Lüdenscheid
58509,Lüdenscheid
58511,Lüdenscheid
58513,Lüdenscheid
58515,Lüdenscheid
29394,Lüder
31702,Lüdersfeld
59348,Lüdinghausen
71634,Ludwigsburg
71636,Ludwigsburg
71638,Ludwigsburg
71640,Ludwigsburg
71642,Ludwigsburg
95364,Ludwigschorgast
67059,Ludwigshafen
67061,Ludwigshafen
67063,Ludwigshafen
67065,Ludwigshafen
67067,Ludwigshafen
67069,Ludwigshafen
67071,Ludwigshafen
96337,Ludwigsstadt
37635,Lüerdissen
83377,Lug
32676,Lügde
31711,Luhden
92706,Luhe-Wildenau
99885,Luisenthal
97511,Lülsfeld
21335,Lüneburg
21337,Lüneburg
21339,Lüneburg
21391,Lüneburg
44532,Lünen
44534,Lünen
44536,Lünen
09328,Lunzenau
92331,Lupburg
67363,Lustadt
06886,Lutherstadt Wittenberg
22952,Lütjensee
25585,Lütjenwestedt
64750,Lützelbach
89440,Lutzingen
17279,Lychen
27249,Maasen
24404,Maasholm
67686,Mackenbach
39104,Magdeburg
39106,Magdeburg
39108,Magdeburg
39110,Magdeburg
39112,Magdeburg
39114,Magdeburg
39116,Magdeburg
39118,Magdeburg
39120,Magdeburg
39122,Magdeburg
39124,Magdeburg
39126,Magdeburg
39128,Magdeburg
39130,Magdeburg
71106,Magstadt
77972,Mahlberg
78601,Mahlstetten
95695,Mähring
86747,Maihingen
67487,Maikammer
63814,Mainaschaff
97350,Mainbernheim
84048,Mainburg
74535,Mainhardt
63533,Mainhausen
95336,Mainleus
63477,Maintal
55116,Mainz
55118,Mainz
55120,Mainz
55122,Mainz
55124,Mainz
55126,Mainz
55127,Mainz
55128,Mainz
55129,Mainz
55130,Mainz
55131,Mainz
55252,Mainz-Kastel
55246,Mainz-Kostheim
83558,Maitenbeth
71672,Makenhof
94094,Malching
84333,Malgersdorf
84066,Mallersdorf-Pfaffenberg
79429,Malsburg-Marzell
69254,Malsch
76316,Malsch
34323,Malsfeld
79364,Malterdingen
57636,Mammelzen
82291,Mammendorf
94437,Mamming
85077,Manching
66399,Mandelbachtal
68159,Mannheim
68161,Mannheim
68163,Mannheim
68165,Mannheim
68167,Mannheim
68169,Mannheim
68199,Mannheim
68219,Mannheim
68229,Mannheim
68239,Mannheim
68259,Mannheim
68305,Mannheim
68307,Mannheim
68309,Mannheim
92708,Mantel
55413,Manubach
35037,Marburg
35039,Marburg
35041,Marburg
79232,March
97276,Margetshöchheim
94553,Mariaposching
31094,Marienhagen
51709,Marienheide
37696,Marienmünster
54484,Maring-Noviand
88677,Markdorf
06779,Marke
08352,Markersbach
97514,Markertsgrün
04416,Markkleeberg
84163,Marklkofen
31608,Marklohe
91801,Markt Berolzheim
91477,Markt Bibart
97348,Markt Einersheim
91459,Markt Erlbach
85229,Markt Indersdorf
91478,Markt Nordheim
87733,Markt Rettenbach
91480,Markt Taschendorf
86865,Markt Wald
91613,Marktbergel
97340,Marktbreit
96257,Marktgraitz
95352,Marktleugast
95168,Marktleuthen
87616,Marktoberdorf
86748,Marktoffingen
95615,Marktredwitz
96364,Marktrodach
83487,Marktschellenberg
95509,Marktschorgast
97342,Marktsteft
96275,Marktzeuln
45768,Marl
45770,Marl
45772,Marl
91080,Marloffstein
18337,Marlow
66646,Marpingen
34431,Marsberg
21436,Marschacht
27327,Martfeld
55627,Martinstein
21439,Marxen
86688,Marxheim
85417,Marzling
88437,Maselheim
97711,Maßbach
74252,Massenbachhausen
84323,Massing
66506,Maßweiler
56869,Mastershausen
69256,Mauer
85419,Mauern
87665,Mauerstetten
75433,Maulbronn
79689,Maulburg
94151,Mauth
96349,Mauthaus
67133,Maxdorf
93142,Maxhütte-Haidhof
56727,Mayen
53508,Mayschoß
53894,Mechernich
21358,Mechtersen
88074,Meckenbeuren
53340,Meckenheim
67149,Meckenheim
74909,Meckesheim
59964,Medebach
89441,Medlingen
96484,Meeder
31715,Meerbeck
40667,Meerbusch
40668,Meerbusch
40670,Meerbusch
86750,Megesheim
67735,Mehlbach
67678,Mehlingen
95694,Mehlmeisel
54346,Mehring
84561,Mehring
72537,Mehrstetten
38527,Meine
38536,Meinersen
58540,Meinerzhagen
37276,Meinhard
91802,Meinheim
98617,Meiningen
55590,Meisenheim
01662,Meißen
77974,Meißenheim
37290,Meißner
86405,Meitingen
49324,Melle
49326,Melle
49328,Melle
97638,Mellrichstadt
34212,Melsungen
96117,Memmelsdorf
87700,Memmingen
87766,Memmingerberg
58706,Menden
58708,Menden
58710,Menden
56743,Mendig
88512,Mengen
96529,Mengersgereuth-Hämmern
35794,Mengerskirchen
84152,Mengkofen
54310,Menningen
49637,Menslage
49716,Meppen
86504,Merching
66589,Merchweiler
79291,Merdingen
35799,Merenberg
86415,Mering
91732,Merkendorf
89188,Merklingen
06217,Merseburg
07619,Mertendorf
54318,Mertesdorf
86690,Mertingen
56753,Mertloch
49586,Merzen
52399,Merzenich
79249,Merzhausen
66663,Merzig
59872,Meschede
63875,Mespelbrunn
64409,Messel
88605,Meßkirch
72469,Meßstetten
48629,Metelen
67582,Mettenheim
84562,Mettenheim
49497,Mettingen
66693,Mettlach
40822,Mettmann
98639,Metzels
72555,Metzingen
04610,Meuselwitz
96247,Michelau
97513,Michelau
74544,Michelbach an der Bilz
93185,Michelsneukirchen
64720,Michelstadt
86866,Mickhausen
24247,Mielkendorf
15751,Miersdorfer Werder
83714,Miesbach
88487,Mietingen
25866,Mildstedt
93468,Miltach
63897,Miltenberg
87719,Mindelheim
93349,Mindelstetten
32423,Minden
32425,Minden
32427,Minden
32429,Minden
93098,Mintraching
87547,Missen-Wilhams
95511,Mistelbach
95490,Mistelgau
91734,Mitteleschenbach
86868,Mittelneufnach
97785,Mittelsinn
21770,Mittelstenahe
82293,Mittelstetten
35756,Mittenaar
82481,Mittenwald
94360,Mitterfels
84335,Mitterskirchen
09648,Mittweida
96268,Mitwitz
74219,Möckmühl
64397,Modautal
89426,Mödingen
47441,Moers
47443,Moers
47445,Moers
47447,Moers
73563,Mögglingen
71696,Möglingen
06791,Möhlau
07987,Mohlsdorf
59519,Möhnesee
91096,Möhrendorf
21647,Moisburg
23879,Mölln
63853,Mömlingen
63933,Mönchberg
41061,Mönchengladbach
41063,Mönchengladbach
41065,Mönchengladbach
41066,Mönchengladbach
41068,Mönchengladbach
41069,Mönchengladbach
41169,Mönchengladbach
41179,Mönchengladbach
41189,Mönchengladbach
41199,Mönchengladbach
41236,Mönchengladbach
41238,Mönchengladbach
41239,Mönchengladbach
86751,Mönchsdeggingen
91614,Mönchsroth
78087,Mönchweiler
40789,Monheim
24248,Mönkeberg
52156,Monschau
67590,Monsheim
71297,Mönsheim
56410,Montabaur
82272,Moorenweis
78345,Moos
94554,Moos
85665,Moosach
92709,Moosbach
85368,Moosburg
85452,Moosinning
73565,Mooswiese
23743,Bad Oldesloe
64546,Mörfelden-Walldorf
17406,Morgenitz
08262,Morgenröthe-Rautenkranz
37186,Moringen
57583,Mörlen
69509,Mörlenbach
91804,Mörnsheim
51597,Morsbach
34326,Morschen
74821,Mosbach
56254,Moselkern
64756,Mossautal
72116,Mössingen
97786,Motten
86753,Möttingen
93099,Mötzing
71159,Mötzingen
53804,Much
06249,Mücheln
35325,Mücke
69427,Mudau
38539,Müden
04769,Mügeln
76461,Muggensturm
75417,Mühlacker
09241,Mühlau
84453,Mühldorf
77796,Mühlenbach
16567,Mühlenbeck
69242,Mühlhausen
73347,Mühlhausen
92360,Mühlhausen
96172,Mühlhausen
99974,Mühlhausen
78259,Mühlhausen-Ehingen
63165,Mühlheim
78570,Mühlheim
78357,Mühlingen
64367,Mühltal
91735,Muhr
74673,Mulfingen
45468,Mülheim
45470,Mülheim
45472,Mülheim
45473,Mülheim
45475,Mülheim
45476,Mülheim
45478,Mülheim
45479,Mülheim
45481,Mülheim
54486,Mülheim
56218,Mülheim-Kärlich
79379,Müllheim
08132,Mülsen
95213,Münchberg
80318,München
80331,München
80333,München
80335,München
80336,München
80337,München
80339,München
80469,München
80538,München
80539,München
80634,München
80636,München
80637,München
80638,München
80639,München
80686,München
80687,München
80689,München
80796,München
80797,München
80798,München
80799,München
80801,München
80802,München
80803,München
80804,München
80805,München
80807,München
80809,München
80933,München
80935,München
80937,München
80939,München
80992,München
80993,München
80995,München
80997,München
80999,München
81241,München
81243,München
81245,München
81247,München
81249,München
81369,München
81371,München
81373,München
81375,München
81377,München
81379,München
81475,München
81476,München
81477,München
81479,München
81539,München
81541,München
81543,München
81545,München
81547,München
81549,München
81667,München
81669,München
81671,München
81673,München
81675,München
81677,München
81679,München
81735,München
81737,München
81739,München
81825,München
81827,München
81829,München
81925,München
81927,München
81929,München
35117,Münchhausen
85126,Münchsmünster
91481,Münchsteinach
66981,Münchweiler
67728,Münchweiler
74395,Mundelsheim
97702,Münnerstadt
86754,Munningen
82541,Münsing
72525,Münsingen
29633,Munster
48136,Münster
48143,Münster
